Partial_0.2,,Partial_0.3,,Partial_0.4,,Partial_0.5,,Partial_0.6,,Partial_0.7,,Lines,,Grid,,Full_0.8,,Full_0.7,,Full_0.6,,Full_0.5,,Full_0.4,,Full_0.3,,Full_0.2,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.39119976628400005,36.10806013001169,0.8767733421648902,25.892963023378414,,,,,,,,,,,,,40.33217539513438,1.7252011220244654,29.21396457560595,1.7317454455005041,23.004043458194538,1.6354059436764528,16.987911189491378,1.6694726697575106,11.905510874109027,1.6777665877102999,8.968188099731865,1.61100743512669,5.9633053783700145,1.6168734998538632
0.39525462524184796,38.869806907375505,0.8791498574857575,23.520184592030443,,,,,,,,,,,,,41.05601963787664,1.5829557441749604,31.05452312919048,1.6270795792654738,24.415565610619762,1.5498722465277497,17.957225331914707,1.5498245082196167,12.65232802722221,1.6054875907298056,9.518473800282411,1.519244027445357,6.2230362057362,1.5279998908029468
0.3988370892036756,33.159418643501766,0.9180621468304188,27.961891428546117,,,,,,,,,,,,,41.84136602073807,1.9037128943582675,31.832662327335516,2.853977191802057,26.195801602686824,1.4447613103922419,19.08488859378863,1.4627234804823843,13.159647133213175,1.5256842399000012,10.102524888987501,1.4461860580217416,6.4677652063855575,1.4630775244889962
0.4120049333651552,41.424607227755246,0.9024575533384844,22.038817116238224,,,,,,,,,,,,,42.87321121435933,1.4981364117274587,32.35388232256134,1.555210003644279,27.578305818878395,1.3802503215387703,20.20117664092501,1.3810583308343767,13.786464507510065,1.4823954535351775,10.728219581392146,1.3717651352695992,6.859981786339755,1.4182707251912645
0.4086727655372056,31.41979483720969,0.930571927503624,20.84311175028078,,,,,,,,,,,,,44.288695830145905,1.9712619263404583,34.00610944966979,1.481668540668813,31.584707698749543,3.1627297231343765,21.44071561091257,1.3133503293342148,14.055615183045134,1.4231485671716,11.31889426820572,1.3090423474224162,7.261226762648201,1.353099160334535
0.42445702074142155,29.29494771218023,0.9743942025365888,28.82946830088069,,,,,,,,,,,,,45.2582208465749,1.4134676508494763,35.47283428601992,2.6731119277171413,32.39770063974646,1.1947381866927473,22.694797574288597,1.2537103522170245,14.791690465042254,1.3981136622945791,11.96705323740076,1.2615996355348875,7.582617882011424,1.299379637324847
0.43728544943661274,43.09045631258225,0.9691333635912877,19.141441945833506,,,,,,,,,,,,,47.00623874297693,1.9620542622122472,36.05365754004377,1.4179562247284998,32.95492284919485,3.0733362366710364,24.283743850903264,1.1842230662438935,15.103810133083375,1.3083666647725147,12.796660687633016,1.1692417459758668,8.004434120491604,1.1918345026476842
0.4396592076922204,27.219361179907924,0.990348687787359,18.528848405621297,,,,,,,,,,,,,47.879477206524,1.3408846061935549,38.265900634880914,2.5414331606346385,34.98243896530941,1.1232353437173095,25.53076024576211,1.1436434148506045,16.373901989903523,1.2361633087593142,13.459864484894526,1.1382313930789203,8.530148750927122,1.151419543506075
0.46411717143082215,43.613899463105035,1.0065644077611553,28.90059614153573,,,,,,,,,,,,,50.98268428909127,1.2760262758923344,38.265900634880914,1.3572176501429412,36.6439910477366,1.0748911424278809,27.060671602309842,1.0964201168850274,17.38330515379478,1.199483776574819,14.285758285851607,1.0765098309798573,9.026639209913938,1.1103485121016654
